Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM14,OUT013,1861.1344846040483
FDW60,OUT018,2568.508703797393
FDE21,OUT013,1948.1992560755775
NCM42,OUT035,1868.3345880638053
FDY59,OUT010,85.06641360309249
DRI49,OUT049,1247.573997185969
FDT28,OUT019,399.3212154993108
FDQ22,OUT018,457.592426910643
FDR60,OUT049,1193.6505346657532
FDC50,OUT019,264.12077869540155
FDV24,OUT013,2566.035427407069
DRF48,OUT010,432.9704983715701
FDQ47,OUT046,1036.4947010521055
DRN36,OUT049,1652.0515311349245
NCY06,OUT035,2264.3500798864834
FDE52,OUT035,1640.3624368493367
NCB54,OUT045,1883.9059263745671
NCF31,OUT035,2605.906023591016
FDJ08,OUT027,5306.184970959017
NCC07,OUT017,1800.0046210214446
NCD19,OUT027,1583.4343714341549
FDL46,OUT049,1904.1802129776565
FDM20,OUT045,3854.912601570498
NCI06,OUT010,467.82446376588086
DRM11,OUT035,4167.52426100334
NCH07,OUT018,2247.8723513935015
FDS23,OUT013,2113.0462688630787
FDO49,OUT018,41.723446007768985
FDS35,OUT049,1210.990015807929
DRK39,OUT045,1827.2925089044797
DRI39,OUT049,1089.2413337942703
FDV04,OUT017,2474.358449341593
NCN14,OUT035,2846.0676205762784
FDH08,OUT013,3949.8806208616916
FDS20,OUT046,2856.6983340911756
FDV40,OUT049,1187.9498296161387
FDZ48,OUT010,47.6842185793335
FDS24,OUT027,2262.887065945265
FDK44,OUT049,2975.053520341735
FDS48,OUT045,2283.873702381396
FDK26,OUT010,319.3532265723518
FDD23,OUT045,3264.5872920383085
NCH54,OUT017,2577.2461838937065
NCP14,OUT010,336.3502669705722
FDM60,OUT010,52.82154019124749
FDV24,OUT017,2452.6068544673594
FDH08,OUT018,3233.770779494377
FDS12,OUT027,3223.038320223439
FDR39,OUT027,4984.140710072342
FDP12,OUT027,918.4414878219568
DRF60,OUT027,6231.260974169033
FDC09,OUT035,1770.4396683055447
FDF50,OUT018,2769.067933402408
FDG28,OUT035,4091.3368183907933
NCE19,OUT017,782.4466847555823
NCM53,OUT010,315.34187109380355
NCN18,OUT049,2149.1188246706756
FDF32,OUT035,3444.430101814466
FDF11,OUT013,3577.110887145047
DRI59,OUT049,3762.482815268414
NCG54,OUT035,2862.3566637463114
FDM44,OUT046,1528.5804455162515
FDT57,OUT018,3281.6645226640935
FDV24,OUT046,2744.8791581107516
FDI50,OUT019,671.4696022697323
FDS09,OUT035,925.628360955757
NCC31,OUT027,4049.5186442507966
FDQ07,OUT019,512.3321522312002
FDC22,OUT017,3116.3738792400327
FDZ56,OUT046,2611.077780624985
FDZ40,OUT019,71.69898005026823
FDS46,OUT027,3101.338589997614
DRD24,OUT045,2405.9090990640957
FDV45,OUT017,3250.807905660543
FDL26,OUT045,2449.957063694604
FDA56,OUT018,1622.3559414671886
FDN27,OUT046,1392.607520935972
FDM20,OUT049,4303.047407446198
FDO16,OUT017,1254.6476142674665
FDL03,OUT035,3243.800331329724
FDE58,OUT046,1796.1737529821462
FDI02,OUT027,2991.7515286322578
NCC55,OUT019,197.23842442127363
FDR03,OUT018,2857.209718002908
FDB14,OUT017,1723.4189877924819
FDR45,OUT013,4084.563895005166
NCN07,OUT017,1993.768285253871
FDM51,OUT019,180.53050599605206
FDT52,OUT027,6293.599605309356
FDL26,OUT046,2561.2821903248605
NCZ42,OUT046,3483.215906225829
DRI47,OUT019,345.49943716921246
FDW40,OUT013,2266.4698891274566
FDN34,OUT046,2752.5724116991514
FDS01,OUT035,3247.1207770934034
NCG55,OUT045,1828.5580053439985
FDC11,OUT035,1910.0694039926912
FDX35,OUT018,3121.407390062633
NCB06,OUT046,2786.0732737312037
FDR09,OUT019,489.9145376805699
FDC53,OUT017,1618.067471563586
FDY45,OUT013,4290.66209326292
FDA22,OUT010,333.3387755869021
FDE02,OUT035,1542.1256767100137
FDW21,OUT045,1402.0700897522497
FDV34,OUT046,1341.0259880660797
FDS59,OUT049,1771.6417926183149
NCW17,OUT017,2107.7553227316967
NCK54,OUT046,1748.0697262612766
FDG17,OUT019,675.0958615197364
FDG35,OUT017,2979.5415675613563
FDD08,OUT010,-115.9045886413682
NCO07,OUT017,3597.679174100064
FDJ10,OUT010,358.8046453325974
FDW36,OUT017,1664.1068383853635
FDW21,OUT010,155.2062338229635
FDY19,OUT017,2087.165134896508
DRE03,OUT013,224.71019379754011
NCC55,OUT049,949.0478637485162
FDH52,OUT010,60.969803089585355
FDO09,OUT017,4357.590958665376
FDU43,OUT045,3928.9712005161045
FDX09,OUT010,416.6895637939306
FDH40,OUT019,172.87648634381196
FDW58,OUT017,1866.7529254134893
FDC47,OUT017,3730.035394490098
NCR41,OUT035,1813.7511317710664
DRG49,OUT035,4026.7906612566003
FDC52,OUT027,4099.614224133363
FDY13,OUT046,1430.3533473128705
FDY35,OUT013,434.0640483246516
FDI35,OUT017,3014.0886384443615
NCU18,OUT049,2639.0891089480883
FDY33,OUT018,2271.876941908961
FDC15,OUT027,4128.814012938116
FDU01,OUT049,2848.9898659107644
NCU42,OUT046,2499.9577520077264
NCV29,OUT018,2611.0342660422525
NCY30,OUT017,3029.806216492024
FDQ46,OUT049,1925.9196712458288
FDG58,OUT027,3976.488310968417
FDK33,OUT017,3704.5488451872807
NCD07,OUT045,1776.9554350492476
NCX29,OUT027,3752.6887785710815
NCT42,OUT013,2405.07781732222
DRN59,OUT035,824.2900514880573
FDI44,OUT035,1232.4712682341953
FDA45,OUT049,2801.243295935087
FDP31,OUT045,1128.764326328962
FDY01,OUT046,1976.7466353797327
FDT09,OUT018,1802.3147091835704
DRH03,OUT027,2499.0994988602633
FDA36,OUT018,2602.532332737675
NCF31,OUT017,2431.8177531633564
FDG14,OUT049,2376.8196298778316
FDG28,OUT027,6306.516143527097
FDU14,OUT049,3943.184113600074
FDY47,OUT019,234.37092382366302
FDI56,OUT049,1530.5363500274357
DRD01,OUT013,950.3786288086303
FDM22,OUT046,1052.883540561631
FDH33,OUT013,845.5499286292386
DRZ24,OUT013,2127.578639196399
NCQ38,OUT046,1228.988568724659
FDO16,OUT027,2212.864613218868
FDU07,OUT027,4264.715658030027
NCB07,OUT013,3139.4117846204426
FDU48,OUT045,1876.2594059874332
NCM43,OUT045,2534.7737741383676
FDR31,OUT010,243.57772403529316
DRK49,OUT018,413.8609397580559
NCI30,OUT010,497.7268450809761
DRD60,OUT017,3237.39658132065
NCG19,OUT046,3090.9732106823167
FDH12,OUT035,1603.186712613205
FDM32,OUT035,1540.5285618414953
FDM27,OUT035,2638.498834084482
NCU53,OUT027,4280.848175269175
NCQ18,OUT046,1367.3752071121944
FDS10,OUT013,3036.8633612199355
FDB33,OUT027,4467.309131153351
FDI12,OUT013,1417.0651852152573
NCW42,OUT013,3590.9640140196834
NCC06,OUT018,1778.208683867491
FDW02,OUT017,2242.1198354401367
NCD43,OUT017,1695.4290339461745
FDM57,OUT018,1166.2231951885017
FDA58,OUT017,3863.463986831861
FDK56,OUT046,2882.49145869471
FDP52,OUT045,3745.109314398053
FDW20,OUT018,1662.4033405618065
FDS52,OUT049,1667.7864253603557
NCT29,OUT018,1837.1036972140646
NCL54,OUT013,2917.4876630810663
FDC05,OUT045,3212.0307744296765
FDF34,OUT035,3470.02796026936
FDP03,OUT027,3443.2483180759073
FDD32,OUT010,139.00353123490396
FDZ10,OUT045,1841.4266451111375
FDZ40,OUT035,696.9729904545445
FDD51,OUT018,630.2494814290944
NCY30,OUT019,433.86995780537075
FDP58,OUT017,3540.0533740531414
FDV49,OUT017,4796.396369920626
FDY24,OUT019,282.56085328207826
NCO55,OUT017,1767.338704699806
FDR13,OUT017,2295.211103915111
FDS51,OUT017,908.6050843511289
FDP26,OUT045,1455.3252510738387
NCB54,OUT027,3365.436579384873
FDF32,OUT017,3467.362124666483
FDN31,OUT018,2775.774483810729
DRM48,OUT017,421.85404969926265
FDN20,OUT049,2888.345698421076
DRL01,OUT046,3497.917261016214
FDV56,OUT049,1794.4968873669377
DRH13,OUT027,2910.3505025505337
FDA03,OUT017,2616.1767841781048
FDF47,OUT027,5513.270591386632
FDX32,OUT046,2308.6328749761724
FDX57,OUT049,1618.742752046694
NCA30,OUT045,2868.3855736121723
FDO49,OUT013,-286.9569880420679
FDL04,OUT019,240.52880834117298
DRM48,OUT035,258.6773834354034
FDR16,OUT013,3417.420486376247
NCC19,OUT018,2630.753566535988
NCE42,OUT045,3529.031819308689
FDY24,OUT017,924.5442516435894
FDH19,OUT049,2852.4616582480858
FDJ46,OUT013,2992.161572932443
FDN45,OUT010,471.6395681222732
FDY08,OUT035,2177.6679569346975
FDZ37,OUT035,1524.3071637318283
NCT30,OUT045,778.3035940063844
DRY23,OUT018,439.62505988768635
NCZ30,OUT018,1606.409200149743
FDC44,OUT018,1767.0856159126206
FDB45,OUT035,1777.7980513183174
FDY04,OUT013,2678.524456463066
FDM27,OUT046,2441.007502238031
FDZ43,OUT017,4241.2005959187645
FDT39,OUT019,285.6387674909387
NCC06,OUT019,361.44215909628485
FDL15,OUT027,4235.986908941214
FDL57,OUT017,4387.019388642
FDU08,OUT046,1485.4639918931152
FDK40,OUT017,4511.218451097204
FDQ12,OUT010,480.6295526408651
FDS48,OUT017,2493.6674516150943
FDP09,OUT045,3075.0251072081846
FDW21,OUT049,1623.701409649747
FDY25,OUT035,3260.099124620941
DRE13,OUT017,1347.6891658537938
FDV43,OUT019,10.096129844415486
FDD22,OUT045,1635.5206871752164
FDM46,OUT019,335.0852022354708
NCO30,OUT010,520.0595837429737
FDM25,OUT046,2657.3938514738866
NCN41,OUT049,2014.4680124181332
FDU24,OUT045,1847.169271827749
FDZ50,OUT046,2962.668473393556
FDP45,OUT013,4197.900150470338
NCM54,OUT045,1972.0057283939873
FDW10,OUT019,397.6907894502748
FDP20,OUT017,2258.35897859326
FDK32,OUT046,2397.726178996665
FDN52,OUT049,1342.8554547604972
FDM58,OUT045,1798.161894479485
FDZ46,OUT027,2932.0825682027034
NCA18,OUT018,1641.324079129789
FDD35,OUT046,2106.735605367725
NCK31,OUT035,974.3168571123258
FDI40,OUT027,2570.407635341672
FDT50,OUT019,217.38744440146195
NCT06,OUT046,2377.0465272314623
FDT31,OUT035,3331.505126564588
FDT45,OUT049,860.814780382274
FDT13,OUT045,2975.3232213728515
FDO50,OUT045,1429.3949254661713
NCU18,OUT010,431.51592254471643
NCR54,OUT049,3430.2802601596563
NCO18,OUT018,2466.2171913767256
FDU09,OUT045,866.4295494419046
FDT13,OUT018,2659.256503230265
FDE09,OUT046,1702.1133520226417
NCK53,OUT019,302.843466581946
FDG45,OUT049,3728.191188436156
DRH15,OUT035,706.7233374007174
FDO21,OUT019,513.6255441158104
FDD14,OUT027,4827.503921127126
FDC09,OUT046,1626.1718297790026
FDH45,OUT027,1455.4733723231457
FDV32,OUT046,946.0375760279287
FDG12,OUT035,2075.9764323792288
FDS32,OUT013,2273.118595009966
NCL55,OUT018,3586.12051722246
DRE01,OUT035,3797.589184579597
DRE15,OUT049,1524.7796836545708
NCL42,OUT045,3694.852066785949
FDP31,OUT013,839.3034270021835
FDN33,OUT018,1337.873942283587
FDZ59,OUT046,3165.5675866556585
FDE45,OUT010,477.15161607270124
FDJ07,OUT013,2074.383354850537
FDQ45,OUT018,2475.951204399819
FDM33,OUT027,5576.659544234703
FDO15,OUT010,14.336813464314275
FDM46,OUT013,1733.1786629329476
FDR03,OUT045,3015.1298463599983
FDY49,OUT018,2256.22353957784
FDQ60,OUT045,2211.1122137316756
FDW10,OUT049,2839.9916367787146
FDO51,OUT049,735.5575279972581
FDJ40,OUT018,1458.130146318876
FDS20,OUT018,2614.6793088716786
FDU45,OUT013,1909.7526006774087
FDV02,OUT035,2939.2371001833785
FDN09,OUT046,3715.7784656542644
NCM55,OUT027,4649.974995070488
FDN23,OUT018,2067.835487368409
FDY31,OUT010,266.56386643674114
FDW03,OUT010,219.23538563375723
FDD14,OUT046,2749.8618312321105
FDV23,OUT017,2034.354884343762
DRI03,OUT045,3144.98047365516
FDN13,OUT035,2502.3023919423113
FDF45,OUT027,1849.2960802137895
FDU46,OUT035,1640.161404655437
FDB57,OUT049,3813.9223321025793
FDV12,OUT049,1670.7663618040383
FDQ58,OUT013,2556.4810208171757
NCA18,OUT017,1843.6130025951416
FDH52,OUT049,892.8983111670159
FDM24,OUT018,2266.2995390797864
NCP43,OUT027,4503.487063190557
NCO18,OUT019,431.72250004165255
FDM32,OUT017,1618.6483179540123
NCL07,OUT017,609.5243026740308
FDK03,OUT013,4350.79848758095
FDP59,OUT017,1640.4557967655514
FDQ24,OUT049,4202.671536029462
FDQ16,OUT018,1502.787492302628
FDU44,OUT013,2656.669182705372
FDH28,OUT010,26.156385672397903
FDV28,OUT019,-6.908351123470879
FDM22,OUT045,870.7823601926032
FDR56,OUT046,3079.592290154386
FDV39,OUT049,3429.598262053849
FDU37,OUT019,210.40570835824167
FDQ11,OUT010,447.51691900924357
FDX02,OUT045,3301.0894236781146
NCS42,OUT018,1301.6564709088402
FDY57,OUT027,2536.36446333403
FDB21,OUT049,4189.254296108494
FDE28,OUT017,3759.5478393043213
FDQ55,OUT017,2098.1824528256775
FDA48,OUT049,3804.275082215272
FDZ19,OUT045,2704.6945474428235
NCC43,OUT045,3690.17103867572
NCV18,OUT046,1192.1112140503333
NCA42,OUT018,2126.3534552741808
FDY45,OUT046,3879.8271474492485
NCC30,OUT045,2745.1141728812668
FDM57,OUT013,1473.9058808103882
FDL09,OUT010,401.31802811176976
FDB09,OUT027,3629.64679897565
FDT44,OUT035,1953.0908844696314
NCT06,OUT027,4270.798072810095
FDX26,OUT049,2676.3758484747605
FDK32,OUT013,2516.3855474812262
DRA12,OUT046,2062.4421406446854
FDO46,OUT010,419.2793381827105
FDE52,OUT013,1375.095456326445
NCH42,OUT045,3364.162379273235
FDV08,OUT035,507.45365942779836
FDB47,OUT018,2960.9818597389503
FDC28,OUT010,234.4985880004267
FDD22,OUT046,1853.5385043303777
FDS07,OUT027,3396.532953896848
DRI13,OUT045,3678.6833025605724
FDG32,OUT018,3304.6258786377475
FDU14,OUT017,4378.126473866699
FDD28,OUT019,93.3948347353786
NCP41,OUT017,1793.5055614123094
FDS08,OUT049,3029.0191662472453
FDX47,OUT045,2332.252032061925
FDC53,OUT019,248.4343355216239
FDQ19,OUT035,4135.173813264667
FDL14,OUT045,2512.384960204768
FDM33,OUT019,454.2016566891258
FDA51,OUT045,1819.7620454642238
FDZ27,OUT018,538.138749270415
FDT04,OUT046,619.4323563949365
DRC13,OUT049,2167.07058796434
FDR16,OUT027,5478.20060428862
FDQ03,OUT027,6273.079942609795
FDE38,OUT035,2909.677436935052
DRH23,OUT027,1290.8515205121412
FDT11,OUT019,343.5539471469925
FDD09,OUT035,3164.0829676216517
FDR40,OUT045,1261.958467207625
FDX07,OUT017,3371.2072948762907
FDR07,OUT035,1540.3950354389078
FDA51,OUT017,1869.7940316656768
FDT59,OUT019,559.4921675442682
FDF20,OUT017,3471.939912659074
FDR13,OUT045,1905.933747987236
FDY26,OUT049,3209.2450276001755
FDW04,OUT017,2190.6056770334094
FDK52,OUT017,3883.5128174809806
FDN60,OUT049,2599.78373494651
FDM09,OUT019,416.6478124411925
FDP46,OUT049,1474.5001535938109
FDB50,OUT019,214.52367717043364
NCQ29,OUT049,4306.221633616395
FDP16,OUT027,6372.036388955806
FDX33,OUT018,2307.442947876941
FDP07,OUT010,536.0986197578584
FDN22,OUT046,3780.261008621803
FDF39,OUT049,4214.587843688528
FDS21,OUT017,1224.1324695165526
NCM42,OUT013,1742.5993929409324
FDK50,OUT019,556.9943160233701
DRF13,OUT027,3941.43021060355
FDH35,OUT018,2062.4318257367927
FDP60,OUT018,1221.0810451191803
DRJ49,OUT027,3507.7622392208896
NCT42,OUT019,395.06372211311475
FDE38,OUT049,2721.2506696223068
FDI04,OUT049,3365.9925454126555
NCH54,OUT045,2443.4631360647695
FDT56,OUT049,871.4099577799025
DRD15,OUT018,3021.572961092414
FDV58,OUT013,3243.7282012535798
FDP21,OUT049,3150.736540313558
FDH05,OUT013,3858.7528729842097
FDR10,OUT027,4165.329325302419
NCP06,OUT045,2283.9000300044313
FDF33,OUT049,936.1234767844762
DRK37,OUT013,3335.2612601219107
DRH49,OUT045,1434.0223720553495
FDT58,OUT013,2908.349983511269
FDD41,OUT018,1328.0731402155518
FDP40,OUT018,1290.0116202448435
FDM51,OUT027,2795.4307128222626
FDO45,OUT010,257.0140842048463
FDW33,OUT010,339.7172303955581
FDY24,OUT045,1084.742886024255
FDB10,OUT010,524.3536523775022
FDM40,OUT035,2128.682510872828
NCI06,OUT017,2911.5673280638257
FDW12,OUT019,491.704191583898
FDX48,OUT027,3989.0603716176865
NCW05,OUT027,2839.29107227744
FDX27,OUT017,1478.8234450778527
DRM37,OUT045,3354.921710699681
FDA38,OUT045,3597.814230053303
FDR36,OUT046,1201.3363457835685
FDZ45,OUT046,3076.3114412063965
FDG05,OUT017,2676.2307636110554
FDK28,OUT013,4347.475194569258
FDV47,OUT045,1320.3118369303927
FDN21,OUT045,2340.7332647986973
FDP20,OUT027,3688.0827588498587
FDI35,OUT045,2851.977844866992
DRY23,OUT013,686.1254932066449
FDA56,OUT017,2143.0570613469135
FDB09,OUT013,2076.863067862487
NCO26,OUT027,3126.5400303808656
FDQ49,OUT018,2399.581989766351
FDI52,OUT027,3205.2740371301106
FDZ44,OUT027,3431.0899207930443
FDZ09,OUT018,2376.7441352962182
FDY03,OUT049,1810.755479591342
NCG42,OUT017,2150.4014744842116
DRI13,OUT027,5791.8636871416775
FDQ32,OUT013,2009.002804456215
FDW16,OUT035,1487.4313437245814
FDU27,OUT046,581.4529546379845
FDR28,OUT010,492.5418696436966
FDQ49,OUT010,380.1559064286171
FDS37,OUT046,2091.528798337849
FDW26,OUT018,3349.9662040336657
FDX12,OUT018,3399.8779779061974
NCP06,OUT013,2450.931796433262
FDW45,OUT010,365.6905757844763
NCN30,OUT049,1890.8299859781882
FDN24,OUT049,774.7058776089129
NCL41,OUT027,896.9820953375543
FDR02,OUT019,207.25295488976587
FDD09,OUT010,485.8509567691124
FDS33,OUT010,155.4181402795245
FDU22,OUT045,1762.3645925457745
FDI53,OUT013,2603.8823650539707
DRH01,OUT049,2989.8675245089744
FDX32,OUT013,2346.5531927865527
NCP30,OUT018,506.04692185041665
FDB60,OUT045,3040.870693608172
FDB14,OUT049,1176.1331055504738
NCP02,OUT035,1017.0169464550224
FDJ10,OUT017,2260.63716552259
FDG34,OUT046,1914.092999231143
NCB18,OUT017,1460.3195209346886
FDM16,OUT049,1132.622999566218
FDW25,OUT018,1012.2378946341278
FDB35,OUT010,207.53337122742778
DRN11,OUT013,2365.885268755219
FDF41,OUT019,532.616537355825
FDH16,OUT045,1227.5698300750955
NCQ50,OUT018,2910.969526852508
DRH23,OUT018,908.6882968369489
DRJ37,OUT013,2767.8434123521165
DRJ24,OUT027,4863.295063199276
FDY16,OUT035,3022.8738496666956
FDQ27,OUT045,1507.1101637769364
FDZ33,OUT045,2204.1999349241573
FDF29,OUT045,2142.515061982496
FDA08,OUT049,2812.381449816111
FDG31,OUT046,887.3541178045994
FDE34,OUT019,400.7858030654385
NCR30,OUT027,2071.765273306547
FDV33,OUT035,4451.103351597396
DRZ24,OUT018,1661.410681822997
NCL54,OUT035,2923.37551773054
FDR12,OUT049,3102.4455045206664
NCC54,OUT046,3967.0242339496854
DRN59,OUT013,808.7216243199764
FDX50,OUT019,202.96310233700285
FDV31,OUT027,5018.767146249741
NCA29,OUT027,4481.636161791357
FDW60,OUT049,3246.25005357415
FDX08,OUT017,3264.419214431231
DRD49,OUT013,4183.148859386823
FDD33,OUT046,3579.1431814014977
FDW35,OUT013,655.9271802459377
FDJ36,OUT017,1726.736649630474
FDV51,OUT035,2796.51394946264
FDW36,OUT046,1933.716361241587
FDH35,OUT046,2671.2194606280736
NCS30,OUT027,3445.6105217152553
FDN49,OUT017,-130.54527058407018
FDL08,OUT018,3583.2592607366537
FDI09,OUT013,3658.8321823433507
FDP19,OUT018,2036.2641240833887
FDU21,OUT010,157.5390757057524
NCP41,OUT045,1595.3408821617456
FDY10,OUT013,1945.957967030492
FDP12,OUT018,445.6382274786479
NCN26,OUT049,2264.3868185446463
FDK44,OUT013,3000.5499310016285
FDC28,OUT049,1804.5742339290573
FDJ41,OUT027,6835.7409802972015
NCT29,OUT035,2251.7689583203014
NCH42,OUT019,463.1931552548573
FDU60,OUT018,2281.2569961096183
FDS02,OUT045,3097.557428846101
FDC51,OUT046,2053.765074739436
FDU03,OUT013,3015.5595059741163
FDX39,OUT045,3209.056285007502
NCY05,OUT010,119.94608600769703
NCL06,OUT027,6482.0942251803735
FDD32,OUT035,1286.6239312922667
NCN41,OUT045,1868.9818743210712
NCX53,OUT049,2300.3415379713824
FDU57,OUT019,388.5568186389006
FDQ23,OUT046,2151.265421096471
FDQ52,OUT045,3858.889144548869
FDC14,OUT045,725.491144470725
FDY09,OUT035,3160.4493038149503
FDQ28,OUT045,2552.490979055757
FDV25,OUT046,3679.8620373432295
FDJ07,OUT035,1944.7545987167086
DRB25,OUT049,1815.9914272533233
FDK52,OUT019,572.5200513614308
FDY52,OUT027,1656.247631263138
FDB28,OUT046,3101.3813389251445
FDT36,OUT035,304.7904646359715
FDV25,OUT017,3953.0944574835503
NCN07,OUT027,3272.7458822800663
FDC57,OUT017,3467.873898843606
FDQ03,OUT018,3476.8671387799063
FDU23,OUT017,2884.3757152084913
NCX41,OUT035,3861.561688044125
NCD06,OUT035,838.022518418968
FDW08,OUT045,1744.409687432369
NCU29,OUT017,2275.3609209472015
NCE06,OUT013,2615.266277564213
FDV52,OUT010,216.78389741487786
FDB02,OUT017,3326.0968621204
NCR18,OUT045,704.317208943454
FDK16,OUT049,1540.5787167012413
NCQ29,OUT010,638.8054873669703
FDZ01,OUT019,394.5326230420734
FDW27,OUT035,2682.139619136261
FDD17,OUT018,3390.7476673455208
FDW39,OUT013,3022.897709484555
DRH59,OUT045,1150.2741746043516
FDS52,OUT013,1624.5745747868832
FDU40,OUT027,5102.934876108978
NCF54,OUT013,2855.116512182385
FDH46,OUT045,1535.000653230595
NCP14,OUT049,2008.069946559549
FDH50,OUT049,2918.691466741383
DRF15,OUT010,332.396110325079
FDV27,OUT027,2451.825655320449
NCJ06,OUT049,2233.617384321584
FDN02,OUT018,2915.67019312237
FDQ51,OUT049,566.7305643905428
FDQ07,OUT017,3908.985663105742
FDS45,OUT049,1735.6980483553607
NCJ06,OUT045,1874.7028943409377
FDD36,OUT035,1855.1674948759996
FDY25,OUT045,2888.168610954417
FDU52,OUT046,2549.164114556059
DRK47,OUT017,3829.9358389462195
NCL30,OUT017,2113.4580264065594
FDN22,OUT035,4168.210471605081
NCF30,OUT027,3316.9593933115793
FDK03,OUT035,4572.749093630358
FDT45,OUT017,975.9478114538663
NCC54,OUT027,6078.000997004899
FDP08,OUT018,2770.217237479916
