Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO27,OUT035,1704.394198780231
DRL23,OUT027,3187.43858673988
FDS28,OUT046,940.8343291245437
FDX24,OUT013,1542.7826554650546
FDZ02,OUT035,1701.297792012013
FDL46,OUT045,1797.2900092795617
FDS60,OUT027,4298.442827480914
NCO06,OUT017,626.3537073027226
FDO16,OUT035,1504.830961229547
FDC60,OUT049,1547.8543097645015
FDA48,OUT018,3197.791765882237
FDZ36,OUT027,4451.084840416785
FDK27,OUT045,1879.6964436270155
FDW23,OUT018,382.97275553742725
FDM14,OUT018,1531.5489366770848
FDM14,OUT013,1810.5102486930505
FDW60,OUT018,2604.4887644012415
FDE21,OUT013,1941.1460042299632
NCM42,OUT035,1876.8753543386933
FDY59,OUT010,-384.69003089762793
DRI49,OUT049,1366.7339151917288
FDT28,OUT019,482.7629461941642
FDQ22,OUT018,391.72797518134394
FDR60,OUT049,1330.8880870076086
FDC50,OUT019,-373.56172942433795
FDV24,OUT013,2446.065331748403
DRF48,OUT010,1055.7919072321047
FDQ47,OUT046,653.5277449459109
DRN36,OUT049,1646.5710772790344
NCY06,OUT035,2165.512271612367
FDE52,OUT035,1595.8405579744945
NCB54,OUT045,1959.9073716058037
NCF31,OUT035,2543.3749199285903
FDJ08,OUT027,4481.704856224205
NCC07,OUT017,1782.688490300512
NCD19,OUT027,2317.6955526252436
FDL46,OUT049,1991.4771436590268
FDM20,OUT045,3858.0519162867367
NCI06,OUT010,916.8235373298271
DRM11,OUT035,4241.965418366275
NCH07,OUT018,2202.62629362426
FDS23,OUT013,2095.9517371973816
FDO49,OUT018,600.1835960612477
FDS35,OUT049,1167.093413451073
DRK39,OUT045,1274.0185550364806
DRI39,OUT049,1050.5224034170863
FDV04,OUT017,2618.6974168040088
NCN14,OUT035,3015.5242521711475
FDH08,OUT013,3729.2494524533313
FDS20,OUT046,2941.2895249658513
FDV40,OUT049,1310.581688227882
FDZ48,OUT010,-146.1055394008473
FDS24,OUT027,2913.5242332785756
FDK44,OUT049,2885.0758950285995
FDS48,OUT045,2328.8222783686006
FDK26,OUT010,1130.815087862797
FDD23,OUT045,2992.7853497705564
NCH54,OUT017,2636.0519845598537
NCP14,OUT010,-257.16156215520425
FDM60,OUT010,-1198.934126772164
FDV24,OUT017,2511.402511847379
FDH08,OUT018,3384.888802235123
FDS12,OUT027,3470.341108774951
FDR39,OUT027,4315.224743920284
FDP12,OUT027,2122.2798542807427
DRF60,OUT027,5165.628677921573
FDC09,OUT035,1880.7638709277048
FDF50,OUT018,2887.900205268219
FDG28,OUT035,4018.0459792640067
NCE19,OUT017,982.4859073728078
NCM53,OUT010,-182.6324829737781
NCN18,OUT049,1843.8558745810733
FDF32,OUT035,3330.0845754100937
FDF11,OUT013,3892.4641564050144
DRI59,OUT049,3668.556604849993
NCG54,OUT035,2799.3360157227785
FDM44,OUT046,1674.2967126148951
FDT57,OUT018,3456.4253830151406
FDV24,OUT046,2405.9359710787603
FDI50,OUT019,1783.254186958684
FDS09,OUT035,1026.8818036947032
NCC31,OUT027,3886.214302437038
FDQ07,OUT019,1628.1062161848404
FDC22,OUT017,3165.7121038066375
FDZ56,OUT046,2732.26201872986
FDZ40,OUT019,-1023.5592973464225
FDS46,OUT027,3385.151327160583
DRD24,OUT045,2157.9567937599495
FDV45,OUT017,3098.9098897781396
FDL26,OUT045,2435.3509585981856
FDA56,OUT018,1739.6210629919187
FDN27,OUT046,1900.831353253192
FDM20,OUT049,4006.0816132239306
FDO16,OUT017,1437.2793682080148
FDL03,OUT035,3295.364038035018
FDE58,OUT046,1869.486196197603
FDI02,OUT027,3310.980856351425
NCC55,OUT019,-1277.7930532428459
FDR03,OUT018,3037.9667919003837
FDB14,OUT017,1660.1957020737432
FDR45,OUT013,3837.2864881132928
NCN07,OUT017,2171.3860366902054
FDM51,OUT019,-195.71474493473147
FDT52,OUT027,5338.885825962832
FDL26,OUT046,2482.128665361378
NCZ42,OUT046,3752.6446348554264
DRI47,OUT019,440.83559827958607
FDW40,OUT013,2291.5105838683803
FDN34,OUT046,2721.090931102367
FDS01,OUT035,3015.1212916388113
NCG55,OUT045,1763.7790988166153
FDC11,OUT035,1564.4724673876317
FDX35,OUT018,3351.88274535928
NCB06,OUT046,2540.8064441176375
FDR09,OUT019,2184.8678156131677
FDC53,OUT017,1657.4279262233276
FDY45,OUT013,4048.5953610030456
FDA22,OUT010,778.164950792685
FDE02,OUT035,1698.8246414914588
FDW21,OUT045,1604.2525414005422
FDV34,OUT046,1247.3822336236287
FDS59,OUT049,1905.7931559544777
NCW17,OUT017,2153.0677555282946
NCK54,OUT046,1852.9317044249565
FDG17,OUT019,1983.496110527492
FDG35,OUT017,2916.6846890488205
FDD08,OUT010,-1229.9758610405477
NCO07,OUT017,3443.1156716002615
FDJ10,OUT010,362.15366728000674
FDW36,OUT017,1784.6251028014267
FDW21,OUT010,-246.91849879631616
FDY19,OUT017,2032.8136282970681
DRE03,OUT013,824.6663290841268
NCC55,OUT049,711.7030626935123
FDH52,OUT010,-848.0469663986012
FDO09,OUT017,4299.7762308672945
FDU43,OUT045,3787.446599219651
FDX09,OUT010,853.2465227029206
FDH40,OUT019,-542.3098648729499
FDW58,OUT017,1787.4894699241654
FDC47,OUT017,3676.0554840897057
NCR41,OUT035,1671.511342756994
DRG49,OUT035,3986.616774293003
FDC52,OUT027,3882.2461546213344
FDY13,OUT046,1252.3931035818662
FDY35,OUT013,831.5124387982166
FDI35,OUT017,3018.8020488483307
NCU18,OUT049,2319.934843411328
FDY33,OUT018,2271.0895265411345
FDC15,OUT027,3883.748467347713
FDU01,OUT049,3121.9886124693253
NCU42,OUT046,2671.0447877338393
NCV29,OUT018,2547.395394618539
NCY30,OUT017,2977.8294616027215
FDQ46,OUT049,1882.216478602737
FDG58,OUT027,3927.7029102121087
FDK33,OUT017,3481.5211318329543
NCD07,OUT045,1753.5702851148599
NCX29,OUT027,3741.3494987225095
NCT42,OUT013,2371.386175929716
DRN59,OUT035,916.6731544117315
FDI44,OUT035,1452.7386971792007
FDA45,OUT049,2894.982057216928
FDP31,OUT045,1058.195519615476
FDY01,OUT046,1895.1137209543876
FDT09,OUT018,1890.1197466635276
DRH03,OUT027,2978.213496953715
FDA36,OUT018,2702.7563140345046
NCF31,OUT017,2516.2570117538944
FDG14,OUT049,2582.177318452102
FDG28,OUT027,5347.809863345701
FDU14,OUT049,4004.317377012768
FDY47,OUT019,248.73448472058703
FDI56,OUT049,1587.3633928228837
DRD01,OUT013,984.2597090028182
FDM22,OUT046,941.170473032636
FDH33,OUT013,722.1111854253472
DRZ24,OUT013,1904.1013677531982
NCQ38,OUT046,1686.6051348590127
FDO16,OUT027,2799.078111539395
FDU07,OUT027,3861.8467578140735
NCB07,OUT013,3074.0616214006877
FDU48,OUT045,2045.402525916701
NCM43,OUT045,2548.250436463518
FDR31,OUT010,466.5555864943535
DRK49,OUT018,399.75301313894647
NCI30,OUT010,1910.5273775729274
DRD60,OUT017,2961.3463007827568
NCG19,OUT046,3663.0053561665463
FDH12,OUT035,1833.3837513909807
FDM32,OUT035,1666.3578421637153
FDM27,OUT035,2652.49229614791
NCU53,OUT027,4078.326832949885
NCQ18,OUT046,1546.8489867585204
FDS10,OUT013,2871.0767461003015
FDB33,OUT027,3999.585631363474
FDI12,OUT013,1461.1633116687399
NCW42,OUT013,3498.0781145587734
NCC06,OUT018,1751.3024203892692
FDW02,OUT017,2121.806645462934
NCD43,OUT017,1759.9371875961206
FDM57,OUT018,1100.7757167015284
FDA58,OUT017,3831.161985887309
FDK56,OUT046,2957.3769648921425
FDP52,OUT045,3598.641138741018
FDW20,OUT018,1746.9007179651776
FDS52,OUT049,1704.6235778148384
NCT29,OUT018,1637.3529480231532
NCL54,OUT013,2796.205617260028
FDC05,OUT045,3081.3001559773265
FDF34,OUT035,3309.107138432954
FDP03,OUT027,3487.4751377972266
FDD32,OUT010,-486.5628827268855
FDZ10,OUT045,1958.7821042722671
FDZ40,OUT035,1023.2114983524332
FDD51,OUT018,398.9417196965096
NCY30,OUT019,928.1556051246785
FDP58,OUT017,3528.4698689235493
FDV49,OUT017,4312.581283165654
FDY24,OUT019,-1013.8165302690952
NCO55,OUT017,1804.651656608602
FDR13,OUT017,2054.689222864507
FDS51,OUT017,1134.482543287869
FDP26,OUT045,1552.3848334918057
NCB54,OUT027,3513.879666328954
FDF32,OUT017,3259.3486605821467
FDN31,OUT018,2753.6384120546672
DRM48,OUT017,685.3370699955174
FDN20,OUT049,2823.0921504754047
DRL01,OUT046,3700.8076442745532
FDV56,OUT049,1906.9887112164497
DRH13,OUT027,3167.672310812533
FDA03,OUT017,2422.972599106903
FDF47,OUT027,5007.327919511794
FDX32,OUT046,2401.7707905139505
FDX57,OUT049,1690.3314623446613
NCA30,OUT045,2900.3265427009947
FDO49,OUT013,911.8642935738465
FDL04,OUT019,-254.3744268522787
DRM48,OUT035,743.6763165208254
FDR16,OUT013,3401.8386743525234
NCC19,OUT018,2736.622569280048
NCE42,OUT045,3625.889867171162
FDY24,OUT017,1046.2033118103825
FDH19,OUT049,2891.4446827802412
FDJ46,OUT013,2782.3403102370257
FDN45,OUT010,1601.6710844202548
FDY08,OUT035,2429.873313529013
FDZ37,OUT035,1629.2800265736687
NCT30,OUT045,684.7838997058916
DRY23,OUT018,439.0625044789349
NCZ30,OUT018,1647.6798303914088
FDC44,OUT018,1549.3529776930054
FDB45,OUT035,1867.676851228437
FDY04,OUT013,2647.695025121814
FDM27,OUT046,2572.5475346738986
FDZ43,OUT017,3992.401355964341
FDT39,OUT019,565.3408854755123
NCC06,OUT019,104.64372114227126
FDL15,OUT027,3902.2756540419077
FDL57,OUT017,4201.054010990698
FDU08,OUT046,1633.8948868211473
FDK40,OUT017,4257.581205326898
FDQ12,OUT010,1716.7344539130058
FDS48,OUT017,2523.4797532918847
FDP09,OUT045,3283.472131452435
FDW21,OUT049,1742.9366229042907
FDY25,OUT035,3053.800112241181
DRE13,OUT017,1477.3701587622372
FDV43,OUT019,-1155.3309536915365
FDD22,OUT045,1709.4120033545287
FDM46,OUT019,-450.90425577125166
NCO30,OUT010,996.320907039335
FDM25,OUT046,2812.8165014917504
NCN41,OUT049,2060.252402826849
FDU24,OUT045,1467.659728092589
FDZ50,OUT046,2907.207266623913
FDP45,OUT013,4041.628412364127
NCM54,OUT045,1915.5557471148868
FDW10,OUT019,871.0682133560697
FDP20,OUT017,2185.249053492351
FDK32,OUT046,2484.410957276379
FDN52,OUT049,1520.370069911367
FDM58,OUT045,1745.0466094283875
FDZ46,OUT027,3220.5389341395144
NCA18,OUT018,1568.7263149424862
FDD35,OUT046,1985.9558574756365
NCK31,OUT035,960.5918492812116
FDI40,OUT027,3073.228171721675
FDT50,OUT019,-348.8998301716433
NCT06,OUT046,2589.905253663819
FDT31,OUT035,3166.366143693602
FDT45,OUT049,970.5447479697043
FDT13,OUT045,2936.512857568375
FDO50,OUT045,1425.5747830077469
NCU18,OUT010,295.6789327562145
NCR54,OUT049,3147.1550427543148
NCO18,OUT018,2526.545182760381
FDU09,OUT045,896.1992366397096
FDT13,OUT018,2735.0694584788516
FDE09,OUT046,1846.1698024846019
NCK53,OUT019,-269.22227633199145
FDG45,OUT049,3505.579569685502
DRH15,OUT035,889.8932355450211
FDO21,OUT019,1695.6313314311683
FDD14,OUT027,4377.619340367422
FDC09,OUT046,1737.2153742961018
FDH45,OUT027,2243.7623395178944
FDV32,OUT046,1096.7837829170912
FDG12,OUT035,2113.4738181152707
FDS32,OUT013,2349.6148297520895
NCL55,OUT018,3671.3640868797283
DRE01,OUT035,3944.60825557265
DRE15,OUT049,1359.9803600347286
NCL42,OUT045,3799.1904221654695
FDP31,OUT013,1132.6981079573343
FDN33,OUT018,1256.0343157535149
FDZ59,OUT046,2659.9342550818983
FDE45,OUT010,953.7223508976467
FDJ07,OUT013,1945.3344756624292
FDQ45,OUT018,2696.1725290097424
FDM33,OUT027,4903.474793077832
FDO15,OUT010,-621.2440937854818
FDM46,OUT013,1497.9052127281884
FDR03,OUT045,3244.0766739202063
FDY49,OUT018,2449.264009420492
FDQ60,OUT045,1871.8561900099303
FDW10,OUT049,2881.6672673816643
FDO51,OUT049,897.9537157700865
FDJ40,OUT018,1491.3370236994697
FDS20,OUT018,2651.0214771978362
FDU45,OUT013,1875.979632908191
FDV02,OUT035,2788.221443648553
FDN09,OUT046,3825.272022977704
NCM55,OUT027,4393.1704671201915
FDN23,OUT018,2079.385530792721
FDY31,OUT010,438.1949786993496
FDW03,OUT010,-143.751341912469
FDD14,OUT046,2912.8771674315194
FDV23,OUT017,2115.8832241469686
DRI03,OUT045,2731.309477086289
FDN13,OUT035,1732.0717371038936
FDF45,OUT027,2521.9506489262717
FDU46,OUT035,1606.7752080037585
FDB57,OUT049,3696.867148422194
FDV12,OUT049,1745.5976455828813
FDQ58,OUT013,2443.486310211282
NCA18,OUT017,1931.8261938740106
FDH52,OUT049,1123.256799056509
FDM24,OUT018,2158.773620432364
NCP43,OUT027,4315.305120771714
NCO18,OUT019,879.9540070574335
FDM32,OUT017,1619.0401721321632
NCL07,OUT017,739.7723757343892
FDK03,OUT013,4020.9580007299483
FDP59,OUT017,1801.051498420315
FDQ24,OUT049,4055.5103798430773
FDQ16,OUT018,1461.5824962222005
FDU44,OUT013,2663.6371710232534
FDH28,OUT010,-1264.012082341143
FDV28,OUT019,-1313.565852108422
FDM22,OUT045,861.9159637052664
FDR56,OUT046,3173.6881042858276
FDV39,OUT049,3232.6222512877016
FDU37,OUT019,-540.118859976365
FDQ11,OUT010,2190.491522861074
FDX02,OUT045,3418.3888533729123
NCS42,OUT018,1184.1617681798907
FDY57,OUT027,2999.3763126879085
FDB21,OUT049,3933.205952672459
FDE28,OUT017,3740.674810061416
FDQ55,OUT017,2009.11614757098
FDA48,OUT049,3609.5984293197416
FDZ19,OUT045,2728.1361148375727
NCC43,OUT045,3874.920130352132
NCV18,OUT046,1288.0043858745537
NCA42,OUT018,2228.575340038612
FDY45,OUT046,4044.9790500458066
NCC30,OUT045,2741.2512458738574
FDM57,OUT013,1446.7584380803578
FDL09,OUT010,739.4714357351777
FDB09,OUT027,3481.9900817978973
FDT44,OUT035,2071.8601173569823
NCT06,OUT027,4032.780571004734
FDX26,OUT049,2951.4712699865177
FDK32,OUT013,2546.3282949073746
DRA12,OUT046,2262.302592365324
FDO46,OUT010,1114.5578077430218
FDE52,OUT013,1437.9118225502168
NCH42,OUT045,3542.1392222321856
FDV08,OUT035,895.9168060569159
FDB47,OUT018,3048.5168607769833
FDC28,OUT010,-163.46973610420685
FDD22,OUT046,1810.6974727622746
FDS07,OUT027,3323.682189904765
DRI13,OUT045,3348.4092744210366
FDG32,OUT018,3254.094437081925
FDU14,OUT017,4013.273681023373
FDD28,OUT019,-953.0909334903267
NCP41,OUT017,1868.690099125885
FDS08,OUT049,2913.741530559624
FDX47,OUT045,2497.0073160409956
FDC53,OUT019,-286.9542774329718
FDQ19,OUT035,4041.2908371782323
FDL14,OUT045,2475.8908967428288
FDM33,OUT019,1578.0746303904089
FDA51,OUT045,1721.2948955872916
FDZ27,OUT018,499.08720391124416
FDT04,OUT046,661.7669397086063
DRC13,OUT049,2121.462352998168
FDR16,OUT027,4855.773212555692
FDQ03,OUT027,5224.198397532718
FDE38,OUT035,2845.8612584979423
DRH23,OUT027,2373.4092779140487
FDT11,OUT019,1140.369329256997
FDD09,OUT035,3038.813491542574
FDR40,OUT045,1278.0557963562937
FDX07,OUT017,3098.2782818336696
FDR07,OUT035,1736.0492359677019
FDA51,OUT017,1910.87081452642
FDT59,OUT019,1765.5915240127342
FDF20,OUT017,3236.2696593575815
FDR13,OUT045,1852.5451932450806
FDY26,OUT049,3424.359904940115
FDW04,OUT017,2200.323444247752
FDK52,OUT017,3661.8972591672127
FDN60,OUT049,2594.0309366730785
FDM09,OUT019,837.6275596283945
FDP46,OUT049,1508.4179464815047
FDB50,OUT019,-621.871789736663
NCQ29,OUT049,4166.876033168215
FDP16,OUT027,5305.941883664511
FDX33,OUT018,2309.150675736293
FDP07,OUT010,1217.5494210750717
FDN22,OUT046,3980.7260472369044
FDF39,OUT049,4218.534651894547
FDS21,OUT017,1145.6896020381525
NCM42,OUT013,1729.8455070134078
FDK50,OUT019,740.3306770479871
DRF13,OUT027,3776.9464670962825
FDH35,OUT018,2354.00512881296
FDP60,OUT018,1330.0649610466635
DRJ49,OUT027,3519.2579446885975
NCT42,OUT019,441.8807457163957
FDE38,OUT049,2797.3496949480636
FDI04,OUT049,3259.4207205345133
NCH54,OUT045,2405.9178514755095
FDT56,OUT049,1131.2485234080796
DRD15,OUT018,3396.620539671768
FDV58,OUT013,3091.6569657499385
FDP21,OUT049,3108.7450698285757
FDH05,OUT013,3721.120677377523
FDR10,OUT027,4023.797457369208
NCP06,OUT045,2279.547660985483
FDF33,OUT049,2008.0603172981591
DRK37,OUT013,2996.0044711037717
DRH49,OUT045,1269.6421383205743
FDT58,OUT013,2681.4538486020774
FDD41,OUT018,1415.501708319082
FDP40,OUT018,1522.0629654303875
FDM51,OUT027,3140.883551720816
FDO45,OUT010,-476.00294147433044
FDW33,OUT010,-226.44631981178134
FDY24,OUT045,874.1207540267271
FDB10,OUT010,1825.657962912579
FDM40,OUT035,2359.3497350040807
NCI06,OUT017,2944.1132148535144
FDW12,OUT019,443.7700604840047
FDX48,OUT027,3967.1150019456145
NCW05,OUT027,3147.0173221026566
FDX27,OUT017,1620.8183224902014
DRM37,OUT045,3040.349502531216
FDA38,OUT045,3709.4467373162342
FDR36,OUT046,712.6913718132862
FDZ45,OUT046,3141.1204505862015
FDG05,OUT017,2638.626216841739
FDK28,OUT013,4088.8034275996515
FDV47,OUT045,1329.6092649178227
FDN21,OUT045,2471.1695373304865
FDP20,OUT027,3521.967009320064
FDI35,OUT045,2844.6946723592055
DRY23,OUT013,769.512081991337
FDA56,OUT017,2116.7510909032685
FDB09,OUT013,2037.403167141285
NCO26,OUT027,3293.38420680997
FDQ49,OUT018,2268.882012790228
FDI52,OUT027,3376.4621761951526
FDZ44,OUT027,3372.1740400216618
FDZ09,OUT018,2317.5569749590977
FDY03,OUT049,1953.4034181353272
NCG42,OUT017,2149.9822488023096
DRI13,OUT027,4886.220646536698
FDQ32,OUT013,2119.2691782630754
FDW16,OUT035,1636.0105046226158
FDU27,OUT046,805.9356131709346
FDR28,OUT010,701.9521791416851
FDQ49,OUT010,655.8073644845808
FDS37,OUT046,1900.8548695151912
FDW26,OUT018,3194.9974907083338
FDX12,OUT018,3583.645289475722
NCP06,OUT013,2400.6813735237647
FDW45,OUT010,396.3986952655915
NCN30,OUT049,1597.9889006090389
FDN24,OUT049,969.9298685684282
NCL41,OUT027,2014.6070718128803
FDR02,OUT019,-174.3061906856658
FDD09,OUT010,1000.8790840517909
FDS33,OUT010,-472.8716520934828
FDU22,OUT045,1832.4500532787097
FDI53,OUT013,2618.0895612701097
DRH01,OUT049,2855.658808862131
FDX32,OUT013,2378.0618228898875
NCP30,OUT018,366.0700067772992
FDB60,OUT045,3047.73047439568
FDB14,OUT049,1665.315832489875
NCP02,OUT035,1073.5248580286939
FDJ10,OUT017,2366.035784764097
FDG34,OUT046,1808.6334462657705
NCB18,OUT017,1494.6524924847254
FDM16,OUT049,1333.098416288968
FDW25,OUT018,1123.9567872796695
FDB35,OUT010,-376.4014358494354
DRN11,OUT013,2299.3654145833325
FDF41,OUT019,1965.8110570416593
FDH16,OUT045,1336.4401045588245
NCQ50,OUT018,3055.8676747150475
DRH23,OUT018,646.4634660487961
DRJ37,OUT013,2428.693668222675
DRJ24,OUT027,4347.373292493694
FDY16,OUT035,3063.57274051433
FDQ27,OUT045,1674.5992970879852
FDZ33,OUT045,2281.3974727360383
FDF29,OUT045,2056.233026662878
FDA08,OUT049,2770.3260437603926
FDG31,OUT046,1071.4664302261606
FDE34,OUT019,1008.1714069771549
NCR30,OUT027,2616.166901127456
FDV33,OUT035,4260.7803000629465
DRZ24,OUT018,1626.189152915124
NCL54,OUT035,2860.705635304458
FDR12,OUT049,2896.035901649777
NCC54,OUT046,3806.6655506706566
DRN59,OUT013,802.4921050089761
FDX50,OUT019,-182.20726158017283
FDV31,OUT027,4305.9141887673595
NCA29,OUT027,4168.127027603909
FDW60,OUT049,2963.30093645422
FDX08,OUT017,3041.808304140518
DRD49,OUT013,3721.298601563768
FDD33,OUT046,3678.695903565561
FDW35,OUT013,764.9090126171593
FDJ36,OUT017,1791.7185258582645
FDV51,OUT035,2797.9596453714994
FDW36,OUT046,1718.0244803327569
FDH35,OUT046,2652.0641608028627
NCS30,OUT027,3501.734782377027
FDN49,OUT017,789.8121853997795
FDL08,OUT018,3644.484601018393
FDI09,OUT013,4036.3112653450653
FDP19,OUT018,1801.3531493816608
FDU21,OUT010,-1320.6510452250031
NCP41,OUT045,1664.978749225479
FDY10,OUT013,1832.8066676644667
FDP12,OUT018,392.7044104112472
NCN26,OUT049,1932.4828036126237
FDK44,OUT013,2820.856410473708
FDC28,OUT049,1829.5156588776672
FDJ41,OUT027,5588.031260878979
NCT29,OUT035,2116.3340709432064
NCH42,OUT019,1683.8262181689274
FDU60,OUT018,2423.0612940740302
FDS02,OUT045,2969.3685490246125
FDC51,OUT046,1978.667642364133
FDU03,OUT013,2966.008659440794
FDX39,OUT045,3329.580475117141
NCY05,OUT010,-1295.9600574301462
NCL06,OUT027,5514.93059011251
FDD32,OUT035,1516.5357868391452
NCN41,OUT045,1891.9800364510793
NCX53,OUT049,2357.992084563024
FDU57,OUT019,509.08662495488943
FDQ23,OUT046,1694.440740567949
FDQ52,OUT045,3823.767987223733
FDC14,OUT045,685.0609056909843
FDY09,OUT035,2951.055177230492
FDQ28,OUT045,2438.7272533029845
FDV25,OUT046,3531.5618283906706
FDJ07,OUT035,2023.8576184249846
DRB25,OUT049,1778.8721074858413
FDK52,OUT019,1630.84258739389
FDY52,OUT027,2475.8598402815396
FDB28,OUT046,3083.1743979198864
FDT36,OUT035,753.1234592313817
FDV25,OUT017,3652.6725176978034
NCN07,OUT027,3524.5356923323707
FDC57,OUT017,3243.1426531029283
FDQ03,OUT018,3503.9381470375747
FDU23,OUT017,2779.533394412858
NCX41,OUT035,3511.8371322648854
NCD06,OUT035,882.5280548444462
FDW08,OUT045,1660.5980930648275
NCU29,OUT017,2422.444111151885
NCE06,OUT013,2553.265023099614
FDV52,OUT010,-35.28857752232659
FDB02,OUT017,2988.672495828109
NCR18,OUT045,626.759068273909
FDK16,OUT049,1596.5539238774822
NCQ29,OUT010,2143.02121638104
FDZ01,OUT019,-144.02355512635313
FDW27,OUT035,2670.89847147664
FDD17,OUT018,3465.2339917849285
FDW39,OUT013,2888.9784303521383
DRH59,OUT045,1121.8678467861541
FDS52,OUT013,1659.0250358844833
FDU40,OUT027,4525.799195272708
NCF54,OUT013,2756.3513459440455
FDH46,OUT045,1626.8051098860415
NCP14,OUT049,1720.9074107260994
FDH50,OUT049,3103.9718597939664
DRF15,OUT010,535.0285780765971
FDV27,OUT027,2916.361152102575
NCJ06,OUT049,1991.9410570744249
FDN02,OUT018,3001.310079423086
FDQ51,OUT049,921.7229904052815
FDQ07,OUT017,3696.016950152756
FDS45,OUT049,1833.0289752079816
NCJ06,OUT045,1840.7977601275334
FDD36,OUT035,2036.3565868239184
FDY25,OUT045,2863.491633502221
FDU52,OUT046,2444.740962225681
DRK47,OUT017,3700.1313365951364
NCL30,OUT017,2125.261388884047
