Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCD19,OUT027,2326.639112673063
FDL46,OUT049,1981.0064530617499
FDM20,OUT045,3847.6326035260113
NCI06,OUT010,966.1653310141623
DRM11,OUT035,4187.526650169391
NCH07,OUT018,2259.671221336703
FDS23,OUT013,2096.382699973272
FDO49,OUT018,613.957665302552
FDS35,OUT049,1151.4399664933399
DRK39,OUT045,1303.0703889048398
DRI39,OUT049,1039.5799466635872
FDV04,OUT017,2611.902022359419
NCN14,OUT035,3003.031222281274
FDH08,OUT013,3686.7502126729396
FDS20,OUT046,2941.752124179315
FDV40,OUT049,1313.8643890537874
FDZ48,OUT010,-106.73946073096772
FDS24,OUT027,2879.1654902187574
FDK44,OUT049,2848.1863795838944
FDS48,OUT045,2353.679622832613
FDK26,OUT010,1104.7227403955678
FDD23,OUT045,2970.2154998999777
NCH54,OUT017,2635.285603085622
NCP14,OUT010,-179.99525135998033
FDM60,OUT010,-1171.9045030707791
FDV24,OUT017,2483.674064461318
FDH08,OUT018,3372.593761506661
FDS12,OUT027,3461.502228317389
FDR39,OUT027,4284.0035752606245
FDP12,OUT027,2093.5460892968804
DRF60,OUT027,5142.181218763005
FDC09,OUT035,1826.081016398553
FDF50,OUT018,2885.6164177970904
FDG28,OUT035,3983.0419894161673
NCE19,OUT017,1000.8090858353693
NCM53,OUT010,-143.97651274932878
NCN18,OUT049,1850.4635223407086
FDF32,OUT035,3280.887793375671
FDF11,OUT013,3826.5163826446287
DRI59,OUT049,3616.0987630840727
NCG54,OUT035,2799.4506288567563
FDM44,OUT046,1685.5928315962387
FDT57,OUT018,3470.1654534089494
FDV24,OUT046,2431.417349727768
FDI50,OUT019,1735.0387279124332
FDS09,OUT035,1011.7384836628211
NCC31,OUT027,3879.7861970213426
FDQ07,OUT019,1607.5515430427163
FDC22,OUT017,3134.400435804954
FDZ56,OUT046,2732.8413983430196
FDZ40,OUT019,-975.3546578242972
FDS46,OUT027,3355.118237741443
DRD24,OUT045,2200.4025098226775
FDV45,OUT017,3070.7724348515567
FDL26,OUT045,2437.6612003551463
FDA56,OUT018,1743.7217895901304
FDN27,OUT046,1926.8818632236985
FDM20,OUT049,3942.170601176284
FDO16,OUT017,1434.5391353210528
FDL03,OUT035,3240.3124802169127
FDE58,OUT046,1908.041186932286
FDI02,OUT027,3257.868269637109
NCC55,OUT019,-1217.330809281802
FDR03,OUT018,3029.8550411587967
FDB14,OUT017,1609.3256110288753
FDR45,OUT013,3820.5954379271257
NCN07,OUT017,2156.459482948252
FDM51,OUT019,-201.1482209619312
FDT52,OUT027,5304.670793353215
FDL26,OUT046,2483.197824419751
NCZ42,OUT046,3781.6954695754257
DRI47,OUT019,435.4033806568623
FDW40,OUT013,2306.5485013616694
FDN34,OUT046,2738.870895208877
FDS01,OUT035,2949.6161425097703
NCG55,OUT045,1820.613917100954
FDC11,OUT035,1537.8724868738616
FDX35,OUT018,3342.5349113941065
NCB06,OUT046,2570.288227868814
FDR09,OUT019,2193.5941816853006
FDC53,OUT017,1652.4097647517774
FDY45,OUT013,4038.3482010457988
FDA22,OUT010,785.327785738521
FDE02,OUT035,1662.4804580341527
FDW21,OUT045,1621.0468570517523
FDV34,OUT046,1269.7508022133277
FDS59,OUT049,1859.7301558610388
NCW17,OUT017,2124.6397677479695
NCK54,OUT046,1905.2692799822644
FDG17,OUT019,1985.2150690881667
FDG35,OUT017,2849.1069790777415
FDD08,OUT010,-1205.6397724519718
NCO07,OUT017,3408.0362077735585
FDJ10,OUT010,403.8952191233184
FDW36,OUT017,1758.9226238422805
FDW21,OUT010,-221.7947005189426
FDY19,OUT017,1992.1326623047075
DRE03,OUT013,829.1051921364859
NCC55,OUT049,729.7224087587244
FDH52,OUT010,-798.4887443752605
FDO09,OUT017,4256.93312784179
FDU43,OUT045,3769.9964211663864
FDX09,OUT010,887.9571463843722
FDH40,OUT019,-502.2636338535026
FDW58,OUT017,1768.416715761409
FDC47,OUT017,3653.01643859621
NCR41,OUT035,1649.8241190665042
DRG49,OUT035,3962.809577357798
FDC52,OUT027,3878.8672369503875
FDY13,OUT046,1257.6704369076626
FDY35,OUT013,815.8543723787959
FDI35,OUT017,2957.132997285456
NCU18,OUT049,2321.2724983536523
FDY33,OUT018,2295.5720249727747
FDC15,OUT027,3920.7634893797313
FDU01,OUT049,3051.6029662878423
NCU42,OUT046,2712.235121704236
NCV29,OUT018,2563.644445132332
NCY30,OUT017,2968.236733996878
FDQ46,OUT049,1874.0991852250665
FDG58,OUT027,3898.1860891301094
FDK33,OUT017,3444.3722895935543
NCD07,OUT045,1810.8020568645318
NCX29,OUT027,3721.534652360916
NCT42,OUT013,2387.019989441766
DRN59,OUT035,899.4311668598982
FDI44,OUT035,1428.1799273951292
FDA45,OUT049,2888.780093973507
FDP31,OUT045,1086.2073087420276
FDY01,OUT046,1901.8386329198922
FDT09,OUT018,1905.3628197042513
DRH03,OUT027,2957.5606051525056
FDA36,OUT018,2707.9120511550746
NCF31,OUT017,2512.0524708660255
FDG14,OUT049,2510.7479894082862
FDG28,OUT027,5313.791543283342
FDU14,OUT049,4004.2033097599365
FDY47,OUT019,240.20378304367364
FDI56,OUT049,1556.5509700084206
DRD01,OUT013,1000.1242854430927
FDM22,OUT046,977.0739550299076
FDH33,OUT013,753.2903796146567
DRZ24,OUT013,1925.9322376147259
NCQ38,OUT046,1724.9937707591314
FDO16,OUT027,2800.192405920796
FDU07,OUT027,3818.6314777458574
NCB07,OUT013,3094.8695655700135
FDU48,OUT045,2072.070259199604
NCM43,OUT045,2578.725212796465
FDR31,OUT010,462.3776901369397
DRK49,OUT018,458.8398006556845
NCI30,OUT010,1955.2783089176337
DRD60,OUT017,2944.083067779722
NCG19,OUT046,3717.630169223877
FDH12,OUT035,1813.0171571205444
FDM32,OUT035,1628.4242417855796
FDM27,OUT035,2622.6646216843387
NCU53,OUT027,4052.0828650788676
NCQ18,OUT046,1620.1665067805063
FDS10,OUT013,2868.1621789912074
FDB33,OUT027,3947.8318851644435
FDI12,OUT013,1454.9182349371488
NCW42,OUT013,3511.131466170128
NCC06,OUT018,1804.5487583026047
FDW02,OUT017,2122.967376274076
NCD43,OUT017,1757.88522898237
FDM57,OUT018,1133.2238595902327
FDA58,OUT017,3802.3132377838974
FDK56,OUT046,2969.9338013190336
FDP52,OUT045,3625.289716292034
FDW20,OUT018,1757.0388641583718
FDS52,OUT049,1699.6288829711907
NCT29,OUT018,1669.9116859409783
NCL54,OUT013,2818.643401816952
FDC05,OUT045,3116.097131754787
FDF34,OUT035,3259.6370280743035
FDP03,OUT027,3447.565653317883
FDD32,OUT010,-479.3485156962324
FDZ10,OUT045,1999.7955417932822
FDZ40,OUT035,1031.8229786120983
FDD51,OUT018,497.21120212724554
NCY30,OUT019,955.0953111889562
FDP58,OUT017,3508.306811049368
FDV49,OUT017,4232.300041601739
FDY24,OUT019,-981.6383135854358
NCO55,OUT017,1800.7914866681533
FDR13,OUT017,1984.6630775079639
FDS51,OUT017,1112.8321070554625
FDP26,OUT045,1643.2465510400448
NCB54,OUT027,3490.3164796298297
FDF32,OUT017,3208.9754423108834
FDN31,OUT018,2757.9954750250313
DRM48,OUT017,703.7287488871634
FDN20,OUT049,2772.5746260110304
DRL01,OUT046,3720.581879890888
FDV56,OUT049,1849.2320634638431
DRH13,OUT027,3160.722985235452
FDA03,OUT017,2426.577927103958
FDF47,OUT027,4949.370052222556
FDX32,OUT046,2403.3124333963046
FDX57,OUT049,1664.5998385974528
NCA30,OUT045,2960.3763304211234
FDO49,OUT013,895.7642123028079
FDL04,OUT019,-194.43474751214444
DRM48,OUT035,763.3329418416658
FDR16,OUT013,3402.631973959917
NCC19,OUT018,2786.645238403377
NCE42,OUT045,3660.271440587392
FDY24,OUT017,1024.5533681812324
FDH19,OUT049,2854.423335963529
FDJ46,OUT013,2779.2886016349175
FDN45,OUT010,1645.783536068895
FDY08,OUT035,2390.2972688206028
FDZ37,OUT035,1563.6781866942144
NCT30,OUT045,757.1295369540273
DRY23,OUT018,493.98485997606303
NCZ30,OUT018,1697.9266100491336
FDC44,OUT018,1583.3975388954304
FDB45,OUT035,1827.8614361563098
FDY04,OUT013,2650.3198036706494
FDM27,OUT046,2579.8905271177077
FDZ43,OUT017,3917.0941086258867
FDT39,OUT019,547.5108039618567
NCC06,OUT019,140.4896234720295
FDL15,OUT027,3869.5513010835675
FDL57,OUT017,4150.5347095582165
FDU08,OUT046,1644.3241067951349
FDK40,OUT017,4226.8794512492
FDQ12,OUT010,1724.2804154449377
FDS48,OUT017,2486.6993113464127
FDP09,OUT045,3305.4979508445076
FDW21,OUT049,1706.3395170718134
FDY25,OUT035,2990.573793901614
DRE13,OUT017,1471.129092440101
FDV43,OUT019,-1135.8489830766662
FDD22,OUT045,1755.187508720776
FDM46,OUT019,-391.89995523986477
NCO30,OUT010,1039.009665274194
FDM25,OUT046,2809.7432692620837
NCN41,OUT049,2038.6300316473134
FDU24,OUT045,1496.1057991257703
FDZ50,OUT046,2961.3777606964004
FDP45,OUT013,4010.818014988248
NCM54,OUT045,1973.1255878198858
FDW10,OUT019,891.604514400824
FDP20,OUT017,2143.686056495634
FDK32,OUT046,2477.438478117236
FDN52,OUT049,1523.553014474249
FDM58,OUT045,1774.1712803702562
FDZ46,OUT027,3209.464585945506
NCA18,OUT018,1625.6472656940082
FDD35,OUT046,1984.2402850907558
NCK31,OUT035,956.7777837334841
FDI40,OUT027,3074.987297807771
FDT50,OUT019,-281.070004728213
NCT06,OUT046,2637.557664227408
FDT31,OUT035,3111.205249784197
FDT45,OUT049,967.2946804850073
FDT13,OUT045,2923.9498444475503
FDO50,OUT045,1438.6836247209055
NCU18,OUT010,354.8769431252249
NCR54,OUT049,3145.70965890809
NCO18,OUT018,2569.4406522008526
FDU09,OUT045,930.7330048200432
FDT13,OUT018,2721.935990816696
FDE09,OUT046,1852.9905773105913
NCK53,OUT019,-252.30482350863258
FDG45,OUT049,3451.273685551672
DRH15,OUT035,882.02005730647
FDO21,OUT019,1676.926832508037
FDD14,OUT027,4335.808203460402
FDC09,OUT046,1734.2541729138275
FDH45,OUT027,2210.8623491645462
FDV32,OUT046,1121.7053405857575
FDG12,OUT035,2063.037898000107
FDS32,OUT013,2312.941183915947
NCL55,OUT018,3693.7998364865416
DRE01,OUT035,3937.674213214496
DRE15,OUT049,1333.1465867034717
NCL42,OUT045,3835.7393648184034
FDP31,OUT013,1130.586182683635
FDN33,OUT018,1292.6289213996042
FDZ59,OUT046,2669.3844670626604
FDE45,OUT010,957.7285842521433
FDJ07,OUT013,1934.080056841193
FDQ45,OUT018,2700.9623796156457
FDM33,OUT027,4877.697296614679
FDO15,OUT010,-608.3347504280725
FDM46,OUT013,1525.232963408082
FDR03,OUT045,3236.4896944595457
FDY49,OUT018,2425.0270385314216
FDQ60,OUT045,1891.0241550368446
FDW10,OUT049,2862.1483563510715
FDO51,OUT049,865.390785391297
FDJ40,OUT018,1532.503616323212
FDS20,OUT018,2652.6000881594705
FDU45,OUT013,1868.5775796341304
FDV02,OUT035,2805.5656082980936
FDN09,OUT046,3839.2562663227804
NCM55,OUT027,4374.480592141207
FDN23,OUT018,2083.1540153993537
FDY31,OUT010,446.49173577779356
FDW03,OUT010,-135.17484320606354
FDD14,OUT046,2925.5180928685945
FDV23,OUT017,2089.0714886040187
DRI03,OUT045,2740.501848073739
FDN13,OUT035,1720.8158200252824
FDF45,OUT027,2471.486246357321
FDU46,OUT035,1574.9898317565967
FDB57,OUT049,3622.5178686475347
FDV12,OUT049,1711.3084567365477
FDQ58,OUT013,2438.128203233389
NCA18,OUT017,1934.719482839521
FDH52,OUT049,1120.921318473071
FDM24,OUT018,2167.5159729702036
NCP43,OUT027,4291.752328506641
NCO18,OUT019,907.0392148046949
FDM32,OUT017,1579.6412541962188
NCL07,OUT017,737.9374231204696
FDK03,OUT013,4034.0400839244785
FDP59,OUT017,1759.0479041207989
FDQ24,OUT049,4010.527528702217
FDQ16,OUT018,1517.5715281959845
FDU44,OUT013,2626.4189415774936
FDH28,OUT010,-1190.6121182704896
FDV28,OUT019,-1243.1594749234046
FDM22,OUT045,894.9251592463437
FDR56,OUT046,3167.4191787356403
FDV39,OUT049,3185.389942301806
FDU37,OUT019,-543.6927573369646
FDQ11,OUT010,2173.4493213985097
FDX02,OUT045,3479.3137073765733
NCS42,OUT018,1246.7401989150853
FDY57,OUT027,2984.9823780693714
FDB21,OUT049,3886.582166557844
FDE28,OUT017,3719.9003454982
FDQ55,OUT017,1948.442851250425
FDA48,OUT049,3575.1852075177285
FDZ19,OUT045,2737.0511163761994
NCC43,OUT045,3915.294881991571
NCV18,OUT046,1356.4708110134166
NCA42,OUT018,2273.2342487150395
FDY45,OUT046,4056.3558687103746
NCC30,OUT045,2786.1387693646584
FDM57,OUT013,1448.9402525706046
FDL09,OUT010,781.5016390550782
FDB09,OUT027,3442.367248062827
FDT44,OUT035,2041.4130077642726
NCT06,OUT027,4027.7758827553703
FDX26,OUT049,2970.7344311830557
FDK32,OUT013,2510.1581937260976
DRA12,OUT046,2303.7996521794084
FDO46,OUT010,1119.4594145367123
FDE52,OUT013,1470.4013194578495
NCH42,OUT045,3576.9502783795897
FDV08,OUT035,863.1136923492361
FDB47,OUT018,3072.773798185889
FDC28,OUT010,-104.83141413498129
FDD22,OUT046,1854.6528079947698
FDS07,OUT027,3292.3577284745734
DRI13,OUT045,3377.218227291012
FDG32,OUT018,3272.1851981471264
FDU14,OUT017,4012.10169503917
FDD28,OUT019,-902.0068771490619
NCP41,OUT017,1842.289677767901
FDS08,OUT049,2862.789423292632
FDX47,OUT045,2492.6000747525454
FDC53,OUT019,-255.1072212712436
FDQ19,OUT035,3959.510519258479
FDL14,OUT045,2454.339601214131
FDM33,OUT019,1595.9102895405417
FDA51,OUT045,1800.6317220656695
FDZ27,OUT018,579.0231699698578
FDT04,OUT046,737.5658228745631
DRC13,OUT049,2097.018387217263
FDR16,OUT027,4835.64398568667
FDQ03,OUT027,5168.746943871339
FDE38,OUT035,2784.738917617271
DRH23,OUT027,2370.3189081773376
FDT11,OUT019,1115.5777856716995
FDD09,OUT035,2984.419882625607
FDR40,OUT045,1325.9368050800863
FDX07,OUT017,3029.537954617072
FDR07,OUT035,1706.6566855304256
FDA51,OUT017,1935.3914014714364
FDT59,OUT019,1744.349238624834
FDF20,OUT017,3179.4990881627728
FDR13,OUT045,1837.5445741389328
FDY26,OUT049,3416.7494733977883
FDW04,OUT017,2183.6730419956675
FDK52,OUT017,3650.0968813714203
FDN60,OUT049,2568.0955285257296
FDM09,OUT019,848.914227415823
FDP46,OUT049,1502.107403956152
FDB50,OUT019,-597.236755222802
NCQ29,OUT049,4129.812908139722
FDP16,OUT027,5284.6038851336925
FDX33,OUT018,2334.751300461443
FDP07,OUT010,1221.1727801960292
FDN22,OUT046,3997.0680554609394
FDF39,OUT049,4207.037633862794
FDS21,OUT017,1121.3520210223523
NCM42,OUT013,1752.815802475978
FDK50,OUT019,716.1569998911107
DRF13,OUT027,3764.54295121884
FDH35,OUT018,2353.8797974109866
FDP60,OUT018,1361.1642703003513
DRJ49,OUT027,3507.077028829487
NCT42,OUT019,473.6171956631151
FDE38,OUT049,2735.7544265823567
FDI04,OUT049,3236.4998353025217
NCH54,OUT045,2460.4449005962706
FDT56,OUT049,1097.6739639710534
DRD15,OUT018,3403.0197765173216
FDV58,OUT013,3092.4962066605035
FDP21,OUT049,3061.6331805039
FDH05,OUT013,3719.0636838378964
FDR10,OUT027,3995.0513010319546
NCP06,OUT045,2332.417818420101
FDF33,OUT049,1876.3882987965587
DRK37,OUT013,3003.7975158961985
DRH49,OUT045,1329.4671450938229
FDT58,OUT013,2685.262759278241
FDD41,OUT018,1461.241080507176
FDP40,OUT018,1557.6140606152585
FDM51,OUT027,3099.0762008159018
FDO45,OUT010,-447.058041265808
FDW33,OUT010,-171.3754245139644
FDY24,OUT045,897.1246014174366
FDB10,OUT010,1851.0239444480612
FDM40,OUT035,2373.236872123425
NCI06,OUT017,2935.4672739083753
FDW12,OUT019,433.68036982417243
FDX48,OUT027,3917.911092190875
NCW05,OUT027,3142.6613884826256
FDX27,OUT017,1644.3992503347529
DRM37,OUT045,3084.3914866289933
FDA38,OUT045,3758.9718892234314
FDR36,OUT046,745.3211734500469
FDZ45,OUT046,3167.292314371355
FDG05,OUT017,2622.7857756500694
FDK28,OUT013,4089.95850733849
FDV47,OUT045,1357.6896680306295
FDN21,OUT045,2508.1147753038704
FDP20,OUT027,3480.087238321058
FDI35,OUT045,2837.7504497200966
DRY23,OUT013,794.3050296526945
FDA56,OUT017,2066.6654784803195
FDB09,OUT013,2021.693779468389
NCO26,OUT027,3302.0959526131983
FDQ49,OUT018,2269.228157822602
FDI52,OUT027,3385.5738237315327
FDZ44,OUT027,3330.7744183891537
FDZ09,OUT018,2357.563490854578
FDY03,OUT049,1918.6265178203842
NCG42,OUT017,2151.1411643415668
DRI13,OUT027,4860.722107178447
FDQ32,OUT013,2087.707571051711
FDW16,OUT035,1627.2862353946332
FDU27,OUT046,849.7043841008551
FDR28,OUT010,731.9484467268003
FDQ49,OUT010,658.6827707726748
FDS37,OUT046,1898.2123151488586
FDW26,OUT018,3248.355519993324
FDX12,OUT018,3572.8935716814294
NCP06,OUT013,2422.9947282913517
FDW45,OUT010,431.8436803904283
NCN30,OUT049,1601.1539637536434
FDN24,OUT049,963.5353275243838
NCL41,OUT027,2005.4360244514446
FDR02,OUT019,-118.26508873086095
FDD09,OUT010,999.8648919167022
FDS33,OUT010,-444.95823467858895
FDU22,OUT045,1876.6840547662268
FDI53,OUT013,2633.1960457420264
DRH01,OUT049,2850.6112928850102
FDX32,OUT013,2351.2955844606313
NCP30,OUT018,435.21114709632377
FDB60,OUT045,3056.6232247791027
FDB14,OUT049,1615.3123760939754
NCP02,OUT035,1084.6016147025744
FDJ10,OUT017,2341.4263483633463
FDG34,OUT046,1834.658303727386
NCB18,OUT017,1502.8095701482698
FDM16,OUT049,1322.381895699912
FDW25,OUT018,1127.5824613209575
FDB35,OUT010,-374.637182983774
DRN11,OUT013,2302.5940240544664
FDF41,OUT019,2007.8191958209022
FDH16,OUT045,1395.1846702437474
NCQ50,OUT018,3096.534951034441
DRH23,OUT018,697.0369536118556
DRJ37,OUT013,2442.8178288873523
DRJ24,OUT027,4342.095880057887
FDY16,OUT035,3048.2161028625487
FDQ27,OUT045,1685.6976950992248
FDZ33,OUT045,2322.4700613523687
FDF29,OUT045,2089.952361734916
FDA08,OUT049,2707.9331141552348
FDG31,OUT046,1108.2677049464523
FDE34,OUT019,1018.8535612380647
NCR30,OUT027,2631.0492599363733
FDV33,OUT035,4203.541523504038
DRZ24,OUT018,1675.7167088091132
NCL54,OUT035,2860.801479113126
FDR12,OUT049,2842.2957739224203
NCC54,OUT046,3825.365728889161
DRN59,OUT013,809.0931477180777
FDX50,OUT019,-111.58590377831297
FDV31,OUT027,4265.3979046102595
NCA29,OUT027,4159.908646239127
FDW60,OUT049,2904.289766946996
FDX08,OUT017,2985.391673366865
DRD49,OUT013,3738.4015150003233
FDD33,OUT046,3681.2724160249195
FDW35,OUT013,760.7459821867003
FDJ36,OUT017,1764.502686684651
FDV51,OUT035,2761.857659997182
FDW36,OUT046,1745.1662370872527
FDH35,OUT046,2650.737159573341
NCS30,OUT027,3510.8003998808153
FDN49,OUT017,768.0919534503487
FDL08,OUT018,3635.62854305669
FDI09,OUT013,3913.302225420252
FDP19,OUT018,1831.5974324524468
FDU21,OUT010,-1273.0719525460727
NCP41,OUT045,1693.627412948443
FDY10,OUT013,1842.4364751835617
FDP12,OUT018,415.71678035657567
NCN26,OUT049,1932.2360187574145
FDK44,OUT013,2807.2613660227235
FDC28,OUT049,1830.7113396137152
FDJ41,OUT027,5561.167254888759
NCT29,OUT035,2095.574621542297
NCH42,OUT019,1705.7742029543829
FDU60,OUT018,2430.385711812056
FDS02,OUT045,3033.3539337460406
FDC51,OUT046,2031.0099995931735
FDU03,OUT013,2946.0540399883507
FDX39,OUT045,3327.1144256972657
NCY05,OUT010,-1246.54543845454
NCL06,OUT027,5499.634470651893
FDD32,OUT035,1473.3000540667551
NCN41,OUT045,1924.062290760227
NCX53,OUT049,2328.360695516593
FDU57,OUT019,524.811945541976
FDQ23,OUT046,1709.9161550989845
FDQ52,OUT045,3869.0951503637575
FDC14,OUT045,685.7287088703846
FDY09,OUT035,2922.911009508896
FDQ28,OUT045,2474.48341933835
FDV25,OUT046,3513.44888926728
FDJ07,OUT035,1990.1075300229966
DRB25,OUT049,1778.9511408118503
FDK52,OUT019,1662.0255741770825
FDY52,OUT027,2479.1413427787893
FDB28,OUT046,3149.5918695112355
FDT36,OUT035,749.072656707534
FDV25,OUT017,3581.1346321832293
NCN07,OUT027,3509.8002882901324
FDC57,OUT017,3178.1909776223692
FDQ03,OUT018,3501.683063382394
FDU23,OUT017,2732.8151402801477
NCX41,OUT035,3471.2025132837025
NCD06,OUT035,906.0708186719993
FDW08,OUT045,1691.1691285106833
NCU29,OUT017,2388.871546941538
NCE06,OUT013,2577.459884910571
FDV52,OUT010,29.824313954753052
FDB02,OUT017,2908.875067319403
NCR18,OUT045,692.4243444348606
FDK16,OUT049,1602.9577751474365
NCQ29,OUT010,2168.9387668652703
FDZ01,OUT019,-178.07100496044814
FDW27,OUT035,2637.608857977536
FDD17,OUT018,3494.915201142293
FDW39,OUT013,2857.395395247949
DRH59,OUT045,1151.2057198869122
FDS52,OUT013,1677.1737725964556
FDU40,OUT027,4512.33197942274
NCF54,OUT013,2775.3600683755903
FDH46,OUT045,1649.4470858926811
NCP14,OUT049,1734.930657140335
FDH50,OUT049,3032.10057740468
DRF15,OUT010,555.1325102790627
FDV27,OUT027,2879.1090869067184
NCJ06,OUT049,1994.9640482416135
FDN02,OUT018,2994.6556985669577
FDQ51,OUT049,887.9952209283359
FDQ07,OUT017,3629.927936626702
FDS45,OUT049,1799.1489321069541
NCJ06,OUT045,1897.3447457419516
FDD36,OUT035,2005.0152071128934
FDY25,OUT045,2853.2155644667964
FDU52,OUT046,2491.9673204090886
DRK47,OUT017,3649.5542141020996
NCL30,OUT017,2127.550171554831
